,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
352,50000,34069,23196,22883,18069,19273,19929,0,1636,700,1500,1000,500,0
353,240000,20272,11294,16873,1143,4317,14940,1000,16906,1143,4317,14940,0,0
354,140000,133094,132777,131672,133496,128509,124035,5005,4603,5002,4505,4400,4300,0
355,50000,22923,23264,23879,23960,24067,24253,1400,1400,850,871,974,962,0
356,320000,6927,10063,1876,396,11256,546,10063,1876,396,11256,546,396,0
357,200000,2290,0,0,0,0,0,0,0,0,0,0,0,0
358,200000,2500,0,5448,632,0,646,0,5448,632,0,646,0,0
359,80000,22001,23339,22677,23692,25406,26050,2000,0,1395,2109,1196,0,1
360,200000,3877,11496,5935,295,1867,0,11496,1011,297,2923,0,0,0
361,50000,45206,45836,49577,18666,19058,19450,2362,20103,667,692,709,689,0
362,320000,18625,28143,32159,31851,3105,-45,10000,5000,0,0,0,0,1
363,90000,96249,91839,90758,90537,90263,90268,0,3273,3267,3212,3440,6898,1
364,10000,8599,9695,10385,9987,9987,0,1400,1000,0,0,0,0,1
365,20000,17180,17715,18841,18989,11583,11859,1500,1500,1000,1000,1000,1000,0
366,240000,210333,206332,214981,194817,186895,168541,0,12014,0,5307,5001,4505,1
367,130000,112561,119435,105382,49643,46812,45914,12421,0,7000,0,2000,1822,0
368,110000,4924,4305,4770,5819,4807,5579,0,1087,1532,0,1000,0,1
369,80000,57314,58489,50452,51573,49061,33931,2145,2000,2012,2049,2008,1217,0
370,50000,15910,15370,16490,16962,15446,14739,0,1700,1002,2,684,442,0
371,10000,8177,9131,9669,7624,8049,6857,2500,1145,1000,1000,1000,1500,0
372,120000,106621,105893,107838,103273,101353,87934,4000,5013,4000,3199,3130,4000,1
373,150000,77298,69832,66692,67518,64210,60747,3029,4000,2258,2500,2500,1624,0
374,70000,62694,63995,66446,67786,69686,70500,1818,3000,1903,2458,1900,0,0
375,90000,51864,53135,53759,56397,87349,55700,2098,1680,20000,5000,4833,2000,0
376,180000,15100,14627,15632,15787,16117,17162,0,1495,650,671,1401,706,0
377,280000,1616,1198,494,698,1233,5080,1198,494,698,1233,5080,17095,0
378,200000,9344,723,723,1038,2035,3664,723,723,1038,2035,3664,723,0
379,80000,71487,55641,24987,-600,-600,-600,2157,1500,0,0,0,0,0
380,400000,5154,6016,7056,7310,9943,12849,1060,1100,310,3000,3000,6100,0
381,340000,4052,0,4105,2895,2895,2360,0,4105,0,0,2360,1090,0
382,100000,40626,41945,45247,45208,46160,48268,2000,4000,1000,2000,3000,0,1
383,20000,16440,20417,18333,18848,30190,19664,7403,0,820,1025,1113,104,0
384,50000,40756,48482,47226,11151,-2897,48211,10000,2500,3002,1500,52000,1900,1
385,220000,147048,137560,131090,121259,117003,116902,6364,5892,5000,4369,4178,5000,0
386,50000,15491,15934,17168,18376,19068,19760,1000,1500,1500,1000,1000,2500,1
387,500000,1900,1489,1989,1200,1451,548,1489,1989,1200,1451,548,1048,1
388,20000,23055,24070,25183,25961,27491,40106,1400,1500,1275,1805,2000,2728,1
389,120000,81129,72699,39909,18334,7382,19801,7504,29,10004,6,19824,18129,0
390,50000,48286,49286,50006,48846,45944,46925,2100,1800,0,1624,1700,3000,1
391,130000,109994,125138,114344,96995,100086,92344,17100,17,4000,5000,4000,4000,1
392,150000,156387,148656,150963,152607,103113,96518,0,6000,10000,4000,4000,7000,1
393,20000,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
394,10000,780,390,390,0,780,0,0,390,0,780,0,0,1
395,100000,16033,1716,1200,0,0,1300,1716,1200,0,0,1300,6455,0
396,140000,130138,132726,135494,136679,130812,67349,4756,4912,3781,2500,3000,2700,1
397,240000,25631,27047,26654,28065,29503,32042,2500,2000,2000,2000,3000,2000,0
398,30000,2395,2395,2395,2395,2395,2395,0,0,0,0,0,0,1
399,390000,86124,89129,90294,92243,94186,97562,4300,3437,3346,3475,5000,10005,0
400,360000,101403,2389,11996,0,67372,66666,2389,11996,0,67372,66666,66666,0
401,30000,29063,28601,28503,27525,27630,0,1908,1200,2,835,0,0,0
402,50000,7556,7312,6959,5813,3985,3169,1140,1048,163,135,151,2000,0
403,50000,37984,41234,37701,28181,28711,29368,3900,0,1300,1100,1100,1000,1
404,200000,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
405,140000,34661,5309,51293,56740,59455,57532,5334,50006,9460,9461,2507,10007,0
406,210000,198510,194040,199393,194538,195990,194136,0,10000,7000,8000,8000,7200,0
407,240000,237633,200572,189615,197092,201528,197155,7065,6002,10002,7030,6275,8088,0
408,80000,34494,35930,37326,38203,39580,40920,2000,2000,1500,2000,2000,2000,0
409,220000,13654,12312,23031,7229,3942,2132,12312,23031,7234,3942,2132,5809,0
410,320000,339202,337495,325700,313988,327542,317129,5000,0,0,23800,0,12165,1
411,100000,70762,69025,74489,78660,76797,78404,0,6600,6000,0,3000,3100,1
412,180000,16953,15884,11153,3889,800,0,1000,11153,3924,800,0,2190,0
413,50000,28864,30090,31282,33350,32682,33385,2000,2000,2900,0,1400,1600,0
414,90000,91458,91049,70101,28942,27508,28250,3137,5094,1106,1001,1201,1074,0
415,410000,2744,2041,630,-736,-1591,-2303,2051,5,266,266,253,6384,0
416,60000,58844,43427,30408,30632,30021,30445,2000,4300,1000,0,2000,1500,0
417,260000,266762,268508,266858,194413,189687,162473,11500,10000,5731,5654,5275,4000,0
418,50000,2238,3057,1879,889,2399,1225,2000,0,0,2500,0,1300,1
419,500000,0,640,31762,42935,2464,2532,640,31764,51986,55000,2532,5717,1
420,80000,63185,62209,61991,30597,30794,30684,5021,10036,3000,2000,2000,2000,0
421,360000,165,853,165,300,0,1790,853,165,300,0,1790,0,0
422,80000,77701,19577,22033,57522,58939,60790,2000,2800,36000,2500,3000,5000,0
423,50000,46436,41290,40251,15273,14229,15001,2300,2000,1000,1000,1000,1000,0
424,30000,25193,24490,27474,27926,27189,28604,0,3400,1200,0,2500,1000,1
425,20000,16350,17382,18488,19179,19720,19822,1300,1400,1000,1000,626,300,0
426,220000,1692,13250,433,1831,0,2891,13250,433,1831,0,2891,153504,0
427,120000,390,390,390,780,240,630,390,390,780,0,930,300,0
428,230000,6012,0,1897,0,89,2398,78,1897,0,89,2398,671,1
429,180000,758,0,1022,2004,0,2051,0,1022,2016,0,2051,0,1
430,80000,22453,23787,23124,26700,27064,27685,2000,0,4300,1100,1200,0,1
431,50000,27056,27031,28317,28568,27302,28171,700,2062,969,700,1500,1500,1
432,60000,10401,11770,10957,11480,10851,11365,2000,0,1000,0,1000,0,1
433,100000,44400,47439,48385,49285,50176,51228,4100,2000,2000,2000,2000,0,1
434,80000,80012,78748,76722,70370,64510,51695,3010,2700,2300,2500,2000,1400,0
435,170000,521,5360,29271,26511,0,0,6439,29271,0,0,0,2730,0
436,130000,32236,41510,-1523,-1523,-1523,48477,10000,0,0,0,50000,5000,0
437,500000,1460,5594,5334,1911,1774,5351,5334,25,1920,1783,5377,237,1
438,200000,205002,195441,192803,304997,188504,189527,41,8597,8583,6880,7235,6839,1
439,20000,1438,1261,451,-810,-420,1320,1261,451,0,780,2130,0,0
440,190000,110031,105500,104430,93,158481,161866,8614,5000,93,159212,5800,5500,0
441,280000,0,0,0,0,0,0,0,0,0,0,0,0,0
442,10000,7501,7243,6988,6730,7463,7199,0,0,0,1000,0,3000,1
443,360000,15019,1221,6909,5954,4160,1726,2074,7039,10,1,4,45197,0
444,100000,59219,60464,61956,63228,64561,66025,2197,2500,2300,2350,2540,4920,0
445,30000,28916,29451,27779,28340,0,0,11592,1500,959,0,0,0,1
446,30000,4000,5645,3508,-27,13744,5906,5645,3508,27,13771,5911,3024,0
447,210000,0,0,0,0,0,0,0,0,0,0,0,0,1
448,140000,26450,28823,28171,28740,30454,29930,3007,0,924,2070,0,3000,0
449,50000,5538,6563,7422,8292,8465,8650,1271,1130,1000,307,325,436,0
450,40000,4621,6527,7776,7502,7651,7811,2150,1500,0,274,283,436,1
451,250000,141223,156858,151841,152803,155997,160220,17994,0,5469,5656,6811,3920,0
452,90000,11512,12524,13523,13704,13882,14015,1500,1500,700,700,500,0,1
453,200000,354304,303188,153179,156229,159708,163051,8000,5600,5600,6000,6000,7200,0
454,60000,43221,41539,40356,39672,39863,40319,2021,1918,1390,1576,1647,1516,0
455,380000,0,4107,2517,710,0,0,4107,2517,716,0,0,1183,0
456,300000,15536,17923,27007,360,257,21140,10000,10140,360,257,21346,360,0
457,50000,2350,2400,2400,2400,2400,2400,50,0,0,0,0,0,1
458,310000,6023,23782,26024,26201,20896,6579,18000,3000,1500,500,6579,40200,0
459,130000,131041,133698,131990,127512,128683,129669,7000,5151,4464,5000,4702,8000,0
460,170000,390,390,780,780,0,0,390,780,0,0,0,0,0
461,240000,5516,4950,5232,6464,3820,11870,4950,5232,6464,3820,10000,2000,0
462,120000,200,200,42200,42000,42000,0,0,42000,200,0,0,0,0
463,160000,1236,1234,4888,4187,8995,9731,1234,4890,1010,8998,2005,3669,0
464,230000,39677,39261,38228,36542,35989,34347,5000,5000,3000,3459,4000,5000,0
465,360000,0,0,0,0,0,0,0,0,0,0,0,0,0
466,230000,819,18163,5473,8162,6985,9130,18163,5654,12887,6985,9130,6554,0
467,20000,16117,17130,18655,17687,18023,18169,1285,2200,0,1000,1000,500,0
468,150000,57504,58590,64813,63048,120660,122762,2500,7628,0,61923,4500,3900,1
469,20000,5044,3700,13181,12596,11699,2154,1011,13181,5,1033,1781,305,0
470,500000,3852,2395,4730,4628,5127,3400,2403,4730,4628,5127,3400,1720,0
471,10000,9984,9974,9900,9941,9250,9403,1300,1300,1041,1000,2000,464,1
472,40000,23734,24644,25749,26127,26401,25839,1600,1800,1100,1000,0,2300,1
473,500000,51,-8,-8,10362,21905,23717,0,0,10370,15000,10000,4311,1
474,50000,6064,5432,6090,6626,6513,6097,0,1136,1062,339,187,364,1
475,30000,31087,29545,26270,24966,23834,20859,0,0,2000,2000,0,1200,1
476,290000,324016,294976,297386,243558,241765,236413,0,12139,80000,10000,8443,10000,1
477,120000,4158,2682,0,6440,0,5930,2682,0,6440,0,5930,5120,0
478,50000,44487,47438,46400,49276,48286,47915,4000,0,3700,0,2000,6000,1
479,30000,27275,26948,28183,25484,27062,28703,2000,2000,1400,2000,2100,2500,0
480,20000,14492,15759,17371,17873,18073,10817,1500,2000,651,500,1000,500,0
481,20000,15451,16789,18203,19602,16121,15321,1600,2000,4000,0,1500,2000,1
482,150000,127204,247984,125502,129589,133145,139322,5900,5000,6163,7200,10500,4900,1
483,360000,3206,2347,3770,3466,1630,2931,2358,3788,3483,1638,2946,16950,0
484,80000,780,390,390,390,390,1320,0,390,390,390,1320,0,0
485,320000,3493,12444,46163,1373,6064,2145,12498,46185,1387,6094,2155,1273,0
486,30000,27358,28612,29183,28983,13100,0,2000,1500,0,500,0,0,0
487,30000,18361,20250,19637,21705,21059,23716,2500,0,2403,0,3000,0,1
488,210000,2295,6072,8319,5330,1586,4920,6090,8369,5346,1590,4934,3568,0
489,20000,1490,3150,10464,0,1690,18156,3150,10464,0,1690,18156,19800,0
490,20000,5473,7492,4988,11680,6590,0,2300,0,102,1500,0,0,0
491,440000,4330,8369,16786,396,600,3596,8369,16786,396,600,3596,4095,0
492,260000,251330,256988,234260,227884,202178,198467,10000,9014,11002,7503,7502,7500,1
493,50000,16986,6929,8743,1000,5557,5027,1186,2000,0,5557,470,0,1
494,60000,58574,-1540,-1930,-2320,-1220,0,0,0,0,2000,2000,0,1
495,210000,291,291,291,291,291,291,291,291,291,291,291,1451,0
496,180000,4819,5240,999,495,1776,79785,1010,1003,496,1781,81032,3600,0
497,30000,1473,2998,2946,1473,1473,28058,2998,1473,0,1473,28058,1100,1
498,300000,76922,-694,-694,-694,-694,-694,0,0,0,0,0,5000,1
499,200000,4430,7182,3855,3411,6788,9921,7193,3855,3411,6788,9921,5016,0
500,450000,0,0,0,0,0,0,0,0,0,0,0,0,1
501,90000,88345,90260,87535,89335,19715,4709,3360,1947,2000,10000,4709,82400,0
502,110000,70265,74102,77901,84592,82350,87186,5000,5000,8000,0,7000,0,1
503,140000,31511,30705,31809,34374,33522,34481,0,1600,3100,0,1500,1500,1
504,50000,49722,49052,49243,8760,8796,9176,2200,1325,490,300,500,500,0
505,200000,194353,197344,186292,133345,133634,133990,9000,7465,4715,4804,5141,5300,0
506,260000,12261,21670,9966,8517,22287,13668,21818,9966,8583,22301,0,3640,0
507,40000,8160,9197,9895,11420,12723,14360,1327,1000,2000,1500,2000,0,1
508,30000,20958,12186,5754,5070,759,2480,1092,1109,1000,759,2480,0,1
509,140000,945,945,0,0,0,0,945,0,0,0,0,0,0
510,20000,3223,3176,220,632,0,316,1220,0,632,0,316,782,1
511,50000,33713,34437,28709,28386,28361,28449,5012,3000,3548,2500,2000,2000,0
512,30000,27276,26937,26679,27779,28691,29726,2000,2500,2000,2000,2000,2000,1
513,210000,970,2273,1303,5385,1814,0,1303,3,5387,1814,0,0,0
514,20000,3843,396,0,0,0,0,2000,0,0,0,0,0,1
515,180000,139804,136528,57096,52694,50276,52945,7000,6000,3500,3500,3500,3900,0
516,380000,369699,331755,303016,290019,294689,301491,12172,11095,11007,11000,12006,11000,0
517,500000,6197,4934,6783,11507,4883,5897,4969,6802,11523,14,5914,7622,0
518,100000,37709,39588,42455,45173,46134,45263,2500,3500,3420,2000,0,6000,1
519,400000,187698,190103,195498,0,0,0,7000,10000,0,0,0,4290,1
520,50000,40197,41240,37093,32925,26640,22247,2044,2000,1547,2388,944,1000,1
521,340000,-212,-212,-212,-212,-212,-212,0,0,0,0,0,154,0
522,30000,16496,17522,18531,18744,19291,19818,1597,1606,819,1000,1000,1623,0
523,30000,28622,28219,27764,27973,28576,12135,1700,1500,700,700,500,1000,0
524,50000,49644,94883,42097,32394,16658,17006,2047,5728,1300,1194,617,650,1
525,260000,252582,253302,254767,190432,105466,2312,9725,10617,8555,4722,2146,199485,1
526,50000,34250,34833,35625,36754,16943,16234,1550,1750,2270,603,713,1000,1
527,100000,91534,88637,90169,84714,69482,70226,0,4458,2973,2606,2696,2695,1
528,260000,629,622,3074,0,688,2605,625,3084,691,0,2613,378,1
529,200000,16811,21290,20207,23858,33236,33337,5023,4007,5001,10020,5073,5064,0
530,240000,59,548,208,0,44,19,548,208,0,44,0,643,1
531,160000,5525,4039,3656,3801,2540,2279,0,1094,1500,0,1000,0,1
532,100000,-166,-482,-1114,880,414,1098,0,0,1994,0,1000,0,0
533,280000,0,0,11905,8350,2428,4662,0,11905,200,49,4662,6278,0
534,20000,18720,18932,19543,20002,19314,19320,1610,1374,1215,596,609,717,1
535,30000,75112,24530,13375,2592,30094,29147,1371,1210,1000,30000,1046,1390,1
536,220000,4438,7211,9948,10528,12412,13745,3000,3000,1000,2000,1500,0,0
537,390000,98262,94122,89672,83663,84449,75445,5003,5000,3200,9000,0,5000,0
538,50000,49365,48927,49543,19649,20064,19691,1200,50189,682,710,690,693,0
539,360000,1195,23944,884,789,244,244,23944,884,300,0,0,856,0
540,20000,19951,19314,20526,19360,19660,6000,0,2976,0,500,120,780,1
541,50000,13801,9549,5385,7781,0,0,1372,1275,7900,0,0,0,0
542,130000,115978,121386,108759,94692,96419,98233,12073,3400,0,3482,4037,2630,0
543,60000,9501,10560,11312,13050,12578,14008,1500,1200,1900,0,1600,0,1
544,70000,50680,51256,47394,7879,-1940,27545,2000,1500,0,0,30000,656,0
545,30000,28574,14220,14188,7058,7976,7734,0,1230,1000,1000,0,2000,1
546,30000,14320,13808,13289,14068,14596,14212,0,0,1000,900,0,1431,1
547,150000,88812,90649,92499,94364,97589,99921,2564,2616,2647,4000,3158,2215,1
548,110000,48088,45980,44231,32489,26354,20221,2000,2010,3000,3000,3000,1000,0
549,450000,0,0,0,0,4595,198,0,0,0,4595,198,5095,0
550,10000,6100,7274,9596,9289,9593,9795,1281,2603,0,1000,500,421,1
551,200000,2179,6440,3908,-5,1060,2996,6440,3908,5,1065,3000,1108,0
552,280000,415,415,415,565,830,415,415,415,565,830,0,415,0
553,150000,69716,72156,70507,59123,39386,20561,5211,111,2371,0,702,341,1
554,280000,281663,211805,96763,67554,-3,1244,80019,5000,439,10603,1247,2187,0
555,110000,107372,109156,111795,54358,58499,61445,5000,5000,3000,5000,6000,3000,0
556,20000,1065,675,1285,1895,1340,950,0,1000,1000,0,0,450,1
557,80000,61231,62423,63827,64682,65614,67007,2800,3000,2500,2600,2600,2600,1
558,140000,142697,137269,133767,120287,117183,119575,5010,6377,5604,4160,8239,0,1
559,210000,0,0,0,820,0,0,0,0,820,0,0,0,0
560,200000,146,-3,670,0,0,868,0,673,0,0,868,4,0
561,50000,18704,18106,19793,19378,18874,19361,0,2000,1500,1000,2000,1000,1
562,30000,29025,28331,29792,30106,30318,28985,1507,5538,1030,1500,1500,1500,0
563,350000,97500,84202,82933,80501,79038,80694,3010,2970,2886,2824,2925,2987,1
564,330000,4785,3403,0,5882,5882,1013,3523,0,5882,0,1013,0,0
565,70000,71586,71623,71020,67338,70769,68957,3100,3008,0,5100,2600,0,1
566,50000,46795,46285,43282,14713,19583,14959,2169,1966,1130,5000,1000,441,1
567,50000,23587,24580,20165,10732,10566,10757,1800,1775,10732,384,757,501,0
568,220000,8727,2553,147,0,0,0,3011,147,0,0,0,0,0
569,30000,26305,27307,13294,14069,14518,15025,1500,1500,1000,676,900,900,0
570,80000,0,7400,-600,-600,-600,-600,7400,0,0,0,0,0,0
571,140000,390,0,0,0,0,0,0,0,0,0,0,0,0
572,100000,89988,92388,94478,59387,60953,59786,3852,4135,2200,2521,2162,2697,0
573,230000,176853,180639,180117,179717,124117,182717,10000,5000,0,5000,189600,10000,0
574,430000,3642,492,0,925,12151,39673,492,0,925,12151,29000,30000,0
575,470000,519901,499024,494290,470617,398523,389927,0,20600,19000,14000,13600,13600,1
576,260000,0,0,0,0,0,0,0,0,0,0,0,0,0
577,50000,49946,48808,45469,20228,18900,19066,0,2079,693,1080,700,1004,0
578,150000,3081,7997,8710,9559,10401,11069,5000,1000,1000,1000,1000,1398,0
579,10000,7888,8987,9604,9800,10000,0,1383,1000,196,200,1000,0,0
580,20000,16385,17518,19302,18818,19052,9097,1700,2484,1000,475,363,4000,0
581,50000,49986,46720,48166,49167,26032,26235,23800,2200,2150,1000,1000,1000,1
582,260000,0,2000,1620,8010,0,0,2000,1620,8080,0,0,0,0
583,30000,26851,26136,30391,13150,18504,6699,0,5334,39,18559,6821,26275,1
584,500000,83528,-24702,23804,92715,6655,3966,472,113935,108041,33,3984,2122,0
585,50000,49621,46863,46153,45284,23653,20733,0,2010,1807,812,743,844,1
586,80000,15739,17253,35369,18351,14249,10637,17253,35369,18351,14249,10637,12331,0
587,340000,362178,303611,92112,75710,63870,52671,10116,3300,5000,10000,10000,30000,1
588,210000,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0
589,100000,15355,17949,18158,18365,17932,18147,3164,800,800,0,662,3000,0
590,300000,1485,-9,11970,10292,10116,829,0,11979,206,10,4,11591,0
591,280000,0,3495,2783,2001,-339,-1180,3495,2783,0,0,0,0,0
592,50000,47599,48542,49691,49172,9957,10044,2000,2200,1148,500,500,376,1
593,330000,0,0,0,0,0,0,0,0,0,0,0,0,1
594,260000,1476,1476,1476,1476,20976,1476,1476,1476,1476,20976,1476,1476,0
595,360000,0,0,0,0,0,0,0,0,0,0,0,0,1
596,210000,56024,57148,58338,59529,60720,61980,1836,1897,1936,1952,2013,9062,1
597,140000,136128,98337,60627,39760,40045,40865,4756,3600,1500,1300,1318,1307,1
598,30000,19650,20817,23860,24372,25776,25088,1500,3400,1200,2100,0,0,1
599,260000,396,792,4970,4012,3651,5600,792,4970,4012,3651,5600,396,1
600,50000,30400,0,0,0,0,0,500,0,0,0,0,0,0
601,190000,176699,188703,184403,90887,90097,90295,15000,3000,4100,3200,3264,3248,1
602,80000,80019,81145,79171,63448,46989,47867,3111,3667,3063,2000,2000,2428,1
603,400000,201800,205150,0,0,0,91057,9150,0,0,0,91057,100000,0
604,240000,15100,14557,24893,14782,2381,2381,0,14782,0,2381,2381,0,0
605,210000,733,737,737,407,737,407,737,737,407,737,407,1232,0
606,30000,46868,42397,38569,33570,19895,30125,1800,2200,1400,2000,30000,997,1
607,20000,4400,4883,2829,3920,1997,1317,4500,0,1700,0,100,0,1
608,50000,41897,17304,16544,14787,15975,17098,4000,2000,3000,3000,3000,3000,0
609,120000,1316,1316,1316,533,4116,9834,1316,1316,533,4116,9834,7100,1
610,80000,509,437,3586,2248,2222,4822,525,3519,2201,2203,8389,8048,0
611,250000,168899,174479,157088,136787,139385,122947,10000,8300,5200,5500,5000,5000,0
612,270000,0,0,0,0,0,0,0,0,0,0,0,0,0
613,20000,11553,11081,11021,11240,11476,11708,0,420,402,417,423,1472,1
614,310000,28598,22017,14605,15125,18048,16607,8820,1576,1000,3100,2000,1000,0
615,230000,5482,15900,1678,0,764,0,15900,1678,0,764,0,1321,0
616,290000,346,0,2765,6116,10462,1052,0,2765,6200,10479,1052,1481,1
617,160000,76445,78013,19007,19392,19928,20445,4000,3000,1000,1000,1000,1000,0
618,30000,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
619,20000,767,376,987,1119,-222,-222,376,987,1200,0,0,0,1
620,50000,50486,50035,49388,10275,9598,8382,2200,1192,1000,2000,1000,1500,0
621,80000,1672,0,0,0,0,0,0,0,0,0,0,0,0
622,50000,48719,49966,32538,20270,19992,20054,2212,2503,693,1000,1000,1000,0
623,20000,17990,17413,18608,19138,20690,20174,0,1502,822,2000,0,220,0
624,140000,4880,0,0,6560,3617,0,0,0,6560,3617,0,2770,1
625,50000,48025,47611,44249,29321,29309,29739,2122,1815,1184,1206,1411,904,0
626,160000,6241,8788,0,0,0,0,8805,0,0,0,0,0,0
627,140000,118013,123630,128308,125776,123659,131290,9044,8200,1000,0,9874,0,0
628,30000,0,0,0,0,7463,6804,0,0,0,7463,6804,4985,0
629,200000,72763,53839,34228,26418,22196,15973,5041,14031,15021,15007,14004,14012,1
630,120000,110488,107488,97021,86283,87345,81666,4000,5000,3000,3300,3010,3000,0
631,40000,38272,39159,40007,41973,40689,40640,2000,2000,3100,0,1500,1500,1
632,130000,133622,129784,126021,70186,71762,73192,4752,5010,2505,2700,2623,2800,0
633,390000,15026,13357,0,0,0,100000,13357,0,0,0,100000,39268,0
634,10000,9211,8119,7604,7637,6056,2852,0,1176,1000,121,57,5507,1
635,200000,2353,2957,738,4152,2866,1414,3011,747,4164,2874,1418,2148,0
636,340000,39229,40747,41930,43397,44710,46143,2000,2000,2000,2000,2000,2000,0
637,500000,39291,29122,26639,22828,21293,17544,1700,1174,1007,1013,1018,264,0
638,210000,1631,1024,1520,916,586,1466,1024,1520,0,586,1466,427,0
639,210000,1582,326,3632,1967,3952,10330,326,3632,1967,3985,10330,8000,1
640,270000,3095,2340,0,1250,2250,178,2340,0,1250,1000,178,1772,0
641,360000,2500,0,0,0,0,0,0,0,0,0,0,0,1
642,100000,10603,11735,12460,0,0,0,1315,1040,0,0,0,0,1
643,180000,5480,11834,17380,8329,20406,9772,11850,17552,8333,20406,9772,9315,0
644,140000,13806,1003,1170,1003,1003,1003,1003,1170,1003,1003,1003,1003,1
645,130000,120326,121877,118491,131444,133248,131001,5000,0,15000,5327,22,10,1
646,320000,156238,156087,153054,79107,70043,71724,10000,10000,10000,2500,3000,3000,0
647,140000,109326,111679,113921,114348,111382,112458,5600,5600,4500,4200,4500,4500,0
